   110,  2,   .98850,    10,    10,     0,     0,     0/
   110,  2,  1.00000,    10,    12,   -12,     0,     0/
   220,  2,   .38000,    10,    10,     0,     0,     0/
   220,  2,   .71000,   110,   110,   110,     0,     0/
   220,  2,   .94600,   120,  -120,   110,     0,     0/
   220,  2,   .99500,   120,  -120,    10,     0,     0/
   220,  2,  1.00000,    10,    12,   -12,     0,     0/
   330,  1,   .44100,   220,   120,  -120,     0,     0/
   330,  1,   .66100,   220,   110,   110,     0,     0/
   330,  1,   .95900,   111,    10,     0,     0,     0/
   330,  1,   .98000,   221,    10,     0,     0,     0/
   330,  1,  1.00000,    10,    10,     0,     0,     0/
   121,  1,  1.00000,   120,   110,     0,     0,     0/
   111,  1,   .99989,   120,  -120,     0,     0,     0/
   111,  1,   .99993,    12,   -12,     0,     0,     0/
   111,  1,  1.00000,    14,   -14,     0,     0,     0/
   221,  1,   .89900,   120,  -120,   110,     0,     0/
   221,  1,   .91200,   120,  -120,     0,     0,     0/
   221,  1,   .99992,   110,    10,     0,     0,     0/
   221,  1,  1.00000,    12,   -12,     0,     0,     0/
   331,  1,   .48600,   130,  -130,     0,     0,     0/
   331,  1,   .83700,    20,   -20,     0,     0,     0/
   331,  1,   .98400,   120,  -120,   110,     0,     0/
   331,  1,   .99944,   220,    10,     0,     0,     0/
   331,  1,   .99975,    12,   -12,     0,     0,     0/
   331,  1,  1.00000,    14,   -14,     0,     0,     0/
   230,  3,   .50000,    20,     0,     0,     0,     0/
   230,  3,  1.00000,   -20,     0,     0,     0,     0/
   131,  1,   .66670,   230,   120,     0,     0,     0/
   131,  1,  1.00000,   130,   110,     0,     0,     0/
   231,  1,   .66670,   130,  -120,     0,     0,     0/
   231,  1,  1.00000,   230,   110,     0,     0,     0/
   240,  3,   .07900,   230,   -11,    12,     0,     0/
   240,  3,   .15800,   231,   -11,    12,     0,     0/
   240,  3,   .23700,   230,   -13,    14,     0,     0/
   240,  3,   .31600,   231,   -13,    14,     0,     0/
